Customer_ID,Num_Bank_Accounts,Num_Credit_Card,Type_of_Loan,Credit_History_Age,Account_ID
CUS_0x3cea,8,7,"Home Equity Loan, Payday Loan, Auto Loan, and Auto Loan",30 Years and 10 Months,7984
CUS_0x49fe,6,6,"Credit-Builder Loan, and Payday Loan",13 Years and 1 Months,7985
CUS_0x60a2,8,6,,18 Years and 7 Months,7986
CUS_0x8c3,9,7,"Mortgage Loan, Personal Loan, Not Specified, Payday Loan, Home Equity Loan, Not Specified, and Student Loan",3 Years and 2 Months,7987
CUS_0x1330,4,5,"Mortgage Loan, and Credit-Builder Loan",21 Years and 7 Months,7988
CUS_0xbaf2,7,6,"Personal Loan, Student Loan, and Student Loan",,7989
CUS_0x2abd,5,4,"Credit-Builder Loan, Not Specified, Payday Loan, and Not Specified",29 Years and 9 Months,7990
CUS_0x1e51,10,10,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Student Loan, and Personal Loan",10 Years and 11 Months,7991
CUS_0x5135,3,5,"Personal Loan, Credit-Builder Loan, Credit-Builder Loan, and Home Equity Loan",26 Years and 10 Months,7992
CUS_0x1935,10,8,"Payday Loan, Not Specified, Personal Loan, Debt Consolidation Loan, Home Equity Loan, Auto Loan, and Home Equity Loan",3 Years and 3 Months,7993
CUS_0x7d40,9,5,"Payday Loan, Debt Consolidation Loan, Auto Loan, Not Specified, Mortgage Loan, Home Equity Loan, and Credit-Builder Loan",5 Years and 11 Months,7994
CUS_0x1a9c,7,3,"Not Specified, Mortgage Loan, and Debt Consolidation Loan",21 Years and 9 Months,7995
CUS_0x7007,4,7,"Credit-Builder Loan, Debt Consolidation Loan, and Payday Loan",29 Years and 8 Months,7996
CUS_0xb7eb,7,5,"Not Specified, and Home Equity Loan",31 Years and 8 Months,7997
CUS_0xbeca,0,3,Student Loan,16 Years and 4 Months,7998
CUS_0xb458,5,4,"Auto Loan, and Mortgage Loan",33 Years and 1 Months,7999
CUS_0x87e6,2,4,Credit-Builder Loan,17 Years and 7 Months,8000
CUS_0x9ca,3,6,Auto Loan,,8001
CUS_0x9661,5,4,"Student Loan, Payday Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, and Auto Loan",8 Years and 1 Months,8002
CUS_0x4892,6,4,"Payday Loan, Personal Loan, and Credit-Builder Loan",8 Years and 4 Months,8003
CUS_0x71eb,7,6,"Payday Loan, Payday Loan, Auto Loan, Student Loan, and Mortgage Loan",14 Years and 10 Months,8004
CUS_0xabf9,7,3,"Auto Loan, Not Specified, Mortgage Loan, Credit-Builder Loan, and Payday Loan",,8005
CUS_0x961d,6,3,"Auto Loan, Mortgage Loan, and Credit-Builder Loan",17 Years and 8 Months,8006
CUS_0x7960,4,3,,15 Years and 9 Months,8007
CUS_0x75ba,7,9,"Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, and Student Loan",11 Years and 10 Months,8008
CUS_0x80ae,4,5,"Personal Loan, Student Loan, Home Equity Loan, and Payday Loan",15 Years and 11 Months,8009
CUS_0x3b11,7,4,"Personal Loan, Auto Loan, Student Loan, Debt Consolidation Loan, and Personal Loan",6 Years and 9 Months,8010
CUS_0xb023,7,7,"Student Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, and Credit-Builder Loan",9 Years and 4 Months,8011
CUS_0xc4ea,7,5,"Student Loan, Home Equity Loan, Payday Loan, and Debt Consolidation Loan",19 Years and 1 Months,8012
CUS_0x4eb3,3,3,"Student Loan, and Debt Consolidation Loan",17 Years and 7 Months,8013
CUS_0x95c2,1,994,Home Equity Loan,29 Years and 11 Months,8014
CUS_0x7269,4,7,"Home Equity Loan, and Debt Consolidation Loan",30 Years and 8 Months,8015
CUS_0x269d,7,5,"Payday Loan, Home Equity Loan, Payday Loan, and Mortgage Loan",30 Years and 2 Months,8016
CUS_0x903a,8,6,"Auto Loan, Payday Loan, Debt Consolidation Loan, Personal Loan, Personal Loan, Not Specified, Home Equity Loan, and Not Specified",11 Years and 2 Months,8017
CUS_0xb20f,3,4,,18 Years and 3 Months,8018
CUS_0x73db,9,7,"Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Payday Loan, and Home Equity Loan",8 Years and 10 Months,8019
CUS_0xb3b0,1,4,"Payday Loan, Mortgage Loan, and Not Specified",17 Years and 2 Months,8020
CUS_0x476d,10,6,"Credit-Builder Loan, Not Specified, Payday Loan, Debt Consolidation Loan, Home Equity Loan, Not Specified, Home Equity Loan, Personal Loan, and Payday Loan",9 Years and 2 Months,8021
CUS_0x41f3,5,7,"Personal Loan, Home Equity Loan, and Personal Loan",18 Years and 2 Months,8022
CUS_0xa058,5,6,,15 Years and 10 Months,8023
CUS_0x9074,2,1,"Payday Loan, Mortgage Loan, Student Loan, and Auto Loan",16 Years and 8 Months,8024
CUS_0x30eb,4,4,"Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, and Not Specified",8 Years and 7 Months,8025
CUS_0x9f27,4,4,"Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, Not Specified, Credit-Builder Loan, Payday Loan, and Not Specified",10 Years and 5 Months,8026
CUS_0x7cb3,4,7,,17 Years and 1 Months,8027
CUS_0x8f1b,4,7,"Auto Loan, Credit-Builder Loan, Auto Loan, and Auto Loan",28 Years and 9 Months,8028
CUS_0x8be2,9,8,"Credit-Builder Loan, Credit-Builder Loan, Not Specified, Personal Loan, and Payday Loan",9 Years and 4 Months,8029
CUS_0xa6c1,6,6,"Auto Loan, Student Loan, Student Loan, Debt Consolidation Loan, and Student Loan",10 Years and 9 Months,8030
CUS_0xc1db,3,4,"Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Auto Loan, Personal Loan, and Personal Loan",18 Years and 1 Months,8031
CUS_0x3e74,8,5,"Payday Loan, Not Specified, Credit-Builder Loan, Mortgage Loan, Payday Loan, and Credit-Builder Loan",11 Years and 5 Months,8032
CUS_0xc60a,0,6,,25 Years and 2 Months,8033
CUS_0x1d51,1,4,"Debt Consolidation Loan, Auto Loan, and Mortgage Loan",18 Years and 10 Months,8034
CUS_0x4df6,8,3,"Debt Consolidation Loan, Credit-Builder Loan, and Credit-Builder Loan",19 Years and 9 Months,8035
CUS_0x7edc,5,3,"Auto Loan, Mortgage Loan, and Mortgage Loan",26 Years and 10 Months,8036
CUS_0x9d6b,3,7,,31 Years and 9 Months,8037
CUS_0xa7f3,4,6,,19 Years and 8 Months,8038
CUS_0x8588,5,3,"Student Loan, and Auto Loan",32 Years and 3 Months,8039
CUS_0x191f,7,6,Student Loan,29 Years and 7 Months,8040
CUS_0x4fd4,7,7,"Not Specified, Personal Loan, Personal Loan, Home Equity Loan, Student Loan, Home Equity Loan, Debt Consolidation Loan, Home Equity Loan, and Home Equity Loan",11 Years and 10 Months,8041
CUS_0x6529,7,5,,17 Years and 1 Months,8042
CUS_0x6a39,6,7,,,8043
CUS_0x3c0b,2,5,"Credit-Builder Loan, Student Loan, and Student Loan",28 Years and 10 Months,8044
CUS_0x32fb,4,5,Personal Loan,22 Years and 1 Months,8045
CUS_0xb692,8,6,"Mortgage Loan, and Home Equity Loan",17 Years and 7 Months,8046
CUS_0x9fe8,6,3,Student Loan,20 Years and 7 Months,8047
CUS_0x6084,6,3,"Personal Loan, Credit-Builder Loan, Home Equity Loan, Student Loan, Personal Loan, and Auto Loan",8 Years and 3 Months,8048
CUS_0x7a12,3,7,,16 Years and 2 Months,8049
CUS_0x7270,4,7,"Not Specified, Debt Consolidation Loan, and Auto Loan",27 Years and 8 Months,8050
CUS_0x3606,5,3,Student Loan,26 Years and 3 Months,8051
CUS_0xbf8f,8,5,"Student Loan, and Auto Loan",,8052
CUS_0x961e,4,7,"Student Loan, and Debt Consolidation Loan",32 Years and 10 Months,8053
CUS_0x24cc,0,4,Mortgage Loan,29 Years and 3 Months,8054
CUS_0x1de9,4,4,"Debt Consolidation Loan, Mortgage Loan, Student Loan, and Payday Loan",21 Years and 3 Months,8055
CUS_0xa5c2,3,6,"Mortgage Loan, Debt Consolidation Loan, Auto Loan, and Mortgage Loan",26 Years and 10 Months,8056
CUS_0x5353,3,3,"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, and Personal Loan",16 Years and 11 Months,8057
CUS_0x3bc3,3,3,"Not Specified, and Mortgage Loan",15 Years and 7 Months,8058
CUS_0x5cd7,5,2,,,8059
CUS_0xc272,7,9,"Payday Loan, Student Loan, Mortgage Loan, Personal Loan, Student Loan, Credit-Builder Loan, and Mortgage Loan",13 Years and 2 Months,8060
CUS_0x33b6,4,4,,17 Years and 7 Months,8061
CUS_0x2d8c,8,9,"Debt Consolidation Loan, Auto Loan, Payday Loan, Mortgage Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Not Specified, and Not Specified",11 Years and 9 Months,8062
CUS_0x6863,5,3,"Payday Loan, Mortgage Loan, Mortgage Loan, and Payday Loan",28 Years and 10 Months,8063
CUS_0x2747,8,6,"Credit-Builder Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Payday Loan, Home Equity Loan, and Mortgage Loan",3 Years and 11 Months,8064
CUS_0x95a3,8,8,"Payday Loan, Auto Loan, Personal Loan, Personal Loan, Auto Loan, Credit-Builder Loan, and Home Equity Loan",16 Years and 11 Months,8065
CUS_0x6b13,6,6,"Personal Loan, and Debt Consolidation Loan",,8066
CUS_0xabc1,5,4,"Student Loan, Student Loan, and Credit-Builder Loan",29 Years and 5 Months,8067
CUS_0x11c1,6,3,"Payday Loan, Personal Loan, and Student Loan",19 Years and 8 Months,8068
CUS_0x6138,8,5,"Personal Loan, and Student Loan",19 Years and 4 Months,8069
CUS_0xb9e0,6,5,"Personal Loan, and Auto Loan",6 Years and 1 Months,8070
CUS_0x91b2,2,1,"Home Equity Loan, Debt Consolidation Loan, Student Loan, and Personal Loan",24 Years and 4 Months,8071
CUS_0x3896,8,7,"Payday Loan, Student Loan, Payday Loan, and Home Equity Loan",24 Years and 9 Months,8072
CUS_0x66fc,7,7,"Not Specified, Student Loan, Debt Consolidation Loan, and Not Specified",19 Years and 10 Months,8073
CUS_0x8967,5,6,"Not Specified, and Credit-Builder Loan",27 Years and 8 Months,8074
CUS_0xb0ca,5,6,"Not Specified, Student Loan, Credit-Builder Loan, Payday Loan, Debt Consolidation Loan, and Mortgage Loan",,8075
CUS_0xa940,7,5,"Auto Loan, Payday Loan, and Personal Loan",24 Years and 9 Months,8076
CUS_0x51c,5,4,"Credit-Builder Loan, Personal Loan, and Not Specified",22 Years and 3 Months,8077
CUS_0x8b91,7,3,"Payday Loan, Not Specified, Student Loan, Student Loan, Auto Loan, and Student Loan",9 Years and 4 Months,8078
CUS_0x65aa,5,7,"Payday Loan, Home Equity Loan, Student Loan, and Credit-Builder Loan",,8079
CUS_0x5107,5,5,"Student Loan, Not Specified, Mortgage Loan, Payday Loan, and Credit-Builder Loan",11 Years and 3 Months,8080
CUS_0x22d4,9,5,"Debt Consolidation Loan, Student Loan, Debt Consolidation Loan, and Mortgage Loan",11 Years and 10 Months,8081
CUS_0x7e8d,8,7,"Student Loan, Mortgage Loan, Not Specified, Personal Loan, Credit-Builder Loan, Student Loan, and Student Loan",8 Years and 7 Months,8082
CUS_0xbed7,6,9,"Student Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, Home Equity Loan, and Home Equity Loan",1 Years and 11 Months,8083
CUS_0x9444,7,7,"Auto Loan, Auto Loan, Student Loan, Personal Loan, and Auto Loan",,8084
CUS_0x8fe6,9,10,"Personal Loan, Home Equity Loan, Credit-Builder Loan, Payday Loan, and Mortgage Loan",7 Years and 4 Months,8085
CUS_0x25f6,9,5,"Debt Consolidation Loan, Home Equity Loan, Mortgage Loan, Payday Loan, Payday Loan, Payday Loan, Home Equity Loan, and Mortgage Loan",11 Years and 11 Months,8086
CUS_0x7d2c,3,6,"Credit-Builder Loan, Not Specified, Personal Loan, Home Equity Loan, Personal Loan, and Personal Loan",7 Years and 5 Months,8087
CUS_0xaab3,6,6,"Credit-Builder Loan, Home Equity Loan, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Home Equity Loan",12 Years and 2 Months,8088
CUS_0x28d0,2,1,,,8089
CUS_0x3e2c,4,5,,25 Years and 3 Months,8090
CUS_0x2bb2,7,7,"Debt Consolidation Loan, Mortgage Loan, and Not Specified",30 Years and 10 Months,8091
CUS_0xbae9,3,179,"Mortgage Loan, and Home Equity Loan",14 Years and 4 Months,8092
CUS_0xa2db,5,5,"Auto Loan, Payday Loan, Home Equity Loan, Home Equity Loan, Not Specified, and Debt Consolidation Loan",6 Years and 5 Months,8093
CUS_0x6cc4,6,5,"Not Specified, Personal Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, Mortgage Loan, and Personal Loan",14 Years and 2 Months,8094
CUS_0x4601,8,8,"Mortgage Loan, and Credit-Builder Loan",,8095
CUS_0x3a7e,3,3,"Payday Loan, Student Loan, and Not Specified",30 Years and 4 Months,8096
CUS_0xfcb,5,6,"Not Specified, and Mortgage Loan",17 Years and 5 Months,8097
CUS_0x9d0b,4,7,"Auto Loan, and Home Equity Loan",,8098
CUS_0x7a2d,8,6,"Not Specified, Home Equity Loan, Debt Consolidation Loan, and Personal Loan",16 Years and 1 Months,8099
CUS_0x7bad,3,1,"Student Loan, Not Specified, and Student Loan",21 Years and 4 Months,8100
CUS_0x3101,5,5,Debt Consolidation Loan,30 Years and 1 Months,8101
CUS_0x5d0c,3,6,"Debt Consolidation Loan, Home Equity Loan, Credit-Builder Loan, and Personal Loan",10 Years and 3 Months,8102
CUS_0x5391,4,7,Credit-Builder Loan,17 Years and 2 Months,8103
CUS_0xb8e9,5,2,"Mortgage Loan, Student Loan, and Credit-Builder Loan",22 Years and 2 Months,8104
CUS_0xb132,4,3,"Auto Loan, and Not Specified",5 Years and 7 Months,8105
CUS_0x8d19,4,6,Home Equity Loan,24 Years and 1 Months,8106
CUS_0x5334,4,5,"Debt Consolidation Loan, and Payday Loan",14 Years and 1 Months,8107
CUS_0x3213,4,5,,31 Years and 4 Months,8108
CUS_0xb05b,4,3,,,8109
CUS_0x3ea4,7,5,,18 Years and 2 Months,8110
CUS_0x417b,10,10,"Payday Loan, Mortgage Loan, Home Equity Loan, Payday Loan, and Home Equity Loan",6 Years and 3 Months,8111
CUS_0x57c7,5,6,"Credit-Builder Loan, Auto Loan, Student Loan, and Debt Consolidation Loan",9 Years and 4 Months,8112
CUS_0x6b8d,6,5,"Student Loan, and Auto Loan",21 Years and 11 Months,8113
CUS_0x8fa0,7,4,"Home Equity Loan, and Mortgage Loan",26 Years and 3 Months,8114
CUS_0x5d50,5,6,"Personal Loan, Payday Loan, and Debt Consolidation Loan",,8115
CUS_0xc459,5,3,,21 Years and 5 Months,8116
CUS_0x8698,6,5,"Payday Loan, Mortgage Loan, Student Loan, and Auto Loan",28 Years and 8 Months,8117
CUS_0x1ac9,3,7,,27 Years and 10 Months,8118
CUS_0x6950,4,4,"Debt Consolidation Loan, Mortgage Loan, and Student Loan",21 Years and 4 Months,8119
CUS_0x5d43,5,2,"Auto Loan, Auto Loan, Auto Loan, and Debt Consolidation Loan",27 Years and 4 Months,8120
CUS_0xc475,10,10,"Auto Loan, Debt Consolidation Loan, Not Specified, Student Loan, Personal Loan, Student Loan, Auto Loan, Personal Loan, and Student Loan",8 Years and 11 Months,8121
CUS_0xb4ca,10,8,"Debt Consolidation Loan, Auto Loan, Student Loan, Mortgage Loan, Personal Loan, Debt Consolidation Loan, and Payday Loan",,8122
CUS_0x1924,4,3,Payday Loan,21 Years and 2 Months,8123
CUS_0xb9bd,4,4,"Not Specified, Payday Loan, Credit-Builder Loan, and Payday Loan",20 Years and 2 Months,8124
CUS_0x4d35,5,5,"Mortgage Loan, Auto Loan, Debt Consolidation Loan, and Credit-Builder Loan",22 Years and 2 Months,8125
CUS_0x2d50,6,5,"Mortgage Loan, Auto Loan, Not Specified, Payday Loan, Not Specified, Payday Loan, Debt Consolidation Loan, Payday Loan, and Not Specified",12 Years and 11 Months,8126
CUS_0x18b9,9,7,"Payday Loan, Home Equity Loan, Not Specified, Personal Loan, Personal Loan, Payday Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",15 Years and 5 Months,8127
CUS_0x1585,6,6,"Not Specified, Home Equity Loan, Payday Loan, Payday Loan, Home Equity Loan, and Mortgage Loan",12 Years and 2 Months,8128
CUS_0xa59d,7,3,"Auto Loan, Not Specified, Student Loan, Payday Loan, and Student Loan",15 Years and 4 Months,8129
CUS_0x7d44,7,3,,26 Years and 10 Months,8130
CUS_0xaaae,7,7,"Not Specified, Mortgage Loan, Mortgage Loan, Debt Consolidation Loan, and Personal Loan",14 Years and 4 Months,8131
CUS_0x419a,8,4,"Auto Loan, and Debt Consolidation Loan",11 Years and 10 Months,8132
CUS_0xbc33,8,7,,26 Years and 10 Months,8133
CUS_0x261d,8,10,"Student Loan, Auto Loan, Payday Loan, and Mortgage Loan",16 Years and 9 Months,8134
CUS_0x912e,4,5,"Not Specified, Not Specified, Auto Loan, and Student Loan",28 Years and 7 Months,8135
CUS_0xa05,10,9,"Debt Consolidation Loan, Debt Consolidation Loan, Personal Loan, Payday Loan, and Not Specified",8 Years and 5 Months,8136
CUS_0x9336,7,6,"Payday Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Mortgage Loan, and Student Loan",19 Years and 1 Months,8137
CUS_0x6e35,6,6,"Personal Loan, Home Equity Loan, Student Loan, Personal Loan, and Mortgage Loan",14 Years and 2 Months,8138
CUS_0x18a2,468,3,"Student Loan, Debt Consolidation Loan, Not Specified, Payday Loan, Student Loan, Personal Loan, and Not Specified",13 Years and 9 Months,8139
CUS_0xccc,4,1,"Personal Loan, Payday Loan, Personal Loan, and Personal Loan",25 Years and 2 Months,8140
CUS_0x3fe1,6,8,"Student Loan, Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Auto Loan, Mortgage Loan, Personal Loan, and Payday Loan",11 Years and 1 Months,8141
CUS_0x8ac5,3,7,"Personal Loan, Student Loan, Personal Loan, and Mortgage Loan",21 Years and 10 Months,8142
CUS_0x77ff,7,9,"Payday Loan, Auto Loan, Payday Loan, Mortgage Loan, Debt Consolidation Loan, Not Specified, and Not Specified",8 Years and 9 Months,8143
CUS_0x41a,8,6,Payday Loan,23 Years and 10 Months,8144
CUS_0xc60e,7,5,Home Equity Loan,30 Years and 10 Months,8145
CUS_0x2444,2,4,"Payday Loan, Auto Loan, and Debt Consolidation Loan",22 Years and 9 Months,8146
CUS_0x5395,5,3,"Mortgage Loan, Not Specified, Not Specified, and Student Loan",27 Years and 5 Months,8147
CUS_0x432,6,7,"Personal Loan, Auto Loan, Mortgage Loan, Student Loan, Auto Loan, and Credit-Builder Loan",12 Years and 10 Months,8148
CUS_0x23dd,7,5,"Personal Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",24 Years and 9 Months,8149
CUS_0xae60,5,4,"Home Equity Loan, and Mortgage Loan",22 Years and 4 Months,8150
CUS_0x7ed7,0,4,,16 Years and 3 Months,8151
CUS_0x1015,7,4,,20 Years and 10 Months,8152
CUS_0x682e,6,7,"Home Equity Loan, and Not Specified",14 Years and 10 Months,8153
CUS_0x49b9,7,9,"Credit-Builder Loan, Home Equity Loan, Personal Loan, Personal Loan, Student Loan, and Auto Loan",7 Years and 10 Months,8154
CUS_0x6478,3,8,"Auto Loan, Not Specified, and Student Loan",6 Years and 5 Months,8155
CUS_0x5816,7,3,"Not Specified, Payday Loan, Payday Loan, Not Specified, Not Specified, and Home Equity Loan",8 Years and 7 Months,8156
CUS_0xc096,6,6,Personal Loan,6 Years and 11 Months,8157
CUS_0xfa7,2,7,"Student Loan, Not Specified, Home Equity Loan, and Not Specified",23 Years and 4 Months,8158
CUS_0x9138,4,849,"Personal Loan, Debt Consolidation Loan, and Home Equity Loan",19 Years and 1 Months,8159
CUS_0xba9d,8,6,"Debt Consolidation Loan, Student Loan, Mortgage Loan, Student Loan, Debt Consolidation Loan, Auto Loan, and Auto Loan",2 Years and 8 Months,8160
CUS_0x1607,8,3,"Credit-Builder Loan, and Personal Loan",17 Years and 3 Months,8161
CUS_0x5e73,8,6,"Personal Loan, and Auto Loan",24 Years and 10 Months,8162
CUS_0xc50f,5,7,"Not Specified, Mortgage Loan, Mortgage Loan, and Mortgage Loan",29 Years and 9 Months,8163
CUS_0xa1cc,1218,8,"Mortgage Loan, Payday Loan, Auto Loan, Mortgage Loan, Home Equity Loan, Personal Loan, and Payday Loan",12 Years and 10 Months,8164
CUS_0xa585,5,4,"Home Equity Loan, Home Equity Loan, and Mortgage Loan",17 Years and 3 Months,8165
CUS_0x8590,4,5,Personal Loan,15 Years and 4 Months,8166
CUS_0x65fa,1,4,"Student Loan, and Personal Loan",32 Years and 8 Months,8167
CUS_0x5c5,9,10,"Payday Loan, and Personal Loan",19 Years and 2 Months,8168
CUS_0x4c95,8,6,"Student Loan, and Debt Consolidation Loan",15 Years and 10 Months,8169
CUS_0xbb1f,6,6,"Debt Consolidation Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",,8170
CUS_0xc299,9,8,"Not Specified, Payday Loan, Credit-Builder Loan, Student Loan, Payday Loan, Credit-Builder Loan, Payday Loan, Not Specified, and Not Specified",,8171
CUS_0x411e,4,6,"Not Specified, Debt Consolidation Loan, and Student Loan",22 Years and 4 Months,8172
CUS_0x38ca,4,7,,22 Years and 4 Months,8173
CUS_0x19a7,4,3,"Credit-Builder Loan, Student Loan, Not Specified, Not Specified, Home Equity Loan, Mortgage Loan, and Payday Loan",7 Years and 5 Months,8174
CUS_0xaf9c,1,5,Auto Loan,30 Years and 9 Months,8175
CUS_0x1758,0,3,"Auto Loan, Personal Loan, and Not Specified",,8176
CUS_0x43d0,7,4,"Not Specified, and Mortgage Loan",9 Years and 4 Months,8177
CUS_0xdc8,7,3,,28 Years and 9 Months,8178
CUS_0xbc03,7,7,"Personal Loan, Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, and Payday Loan",18 Years and 11 Months,8179
CUS_0x7c25,7,4,,,8180
CUS_0x7227,3,3,"Home Equity Loan, Not Specified, and Not Specified",31 Years and 8 Months,8181
CUS_0x7a29,6,6,"Student Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",1 Years and 5 Months,8182
CUS_0x39ae,4,4,,21 Years and 8 Months,8183
CUS_0xb41b,3,7,Debt Consolidation Loan,30 Years and 9 Months,8184
CUS_0x691,4,5,"Mortgage Loan, Home Equity Loan, and Debt Consolidation Loan",27 Years and 7 Months,8185
CUS_0x8ca7,5,3,"Mortgage Loan, and Home Equity Loan",15 Years and 10 Months,8186
CUS_0x7d80,0,6,"Debt Consolidation Loan, Auto Loan, and Home Equity Loan",19 Years and 7 Months,8187
CUS_0xa690,7,8,"Payday Loan, Credit-Builder Loan, Debt Consolidation Loan, Auto Loan, Personal Loan, and Personal Loan",15 Years and 9 Months,8188
CUS_0x69b1,1,3,"Credit-Builder Loan, Not Specified, and Debt Consolidation Loan",19 Years and 7 Months,8189
CUS_0x3639,5,5,"Personal Loan, Mortgage Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",9 Years and 10 Months,8190
CUS_0x8be0,9,9,"Not Specified, Not Specified, Home Equity Loan, Student Loan, Not Specified, Auto Loan, and Auto Loan",17 Years and 4 Months,8191
CUS_0x7bda,8,7,"Personal Loan, and Payday Loan",28 Years and 8 Months,8192
CUS_0x2d09,4,5,"Home Equity Loan, Home Equity Loan, and Not Specified",18 Years and 3 Months,8193
CUS_0x6ab0,6,6,"Payday Loan, Personal Loan, Home Equity Loan, Credit-Builder Loan, Auto Loan, Home Equity Loan, and Mortgage Loan",6 Years and 8 Months,8194
CUS_0xb064,1,2,"Payday Loan, Credit-Builder Loan, Payday Loan, and Mortgage Loan",24 Years and 2 Months,8195
CUS_0xb06d,6,5,"Debt Consolidation Loan, and Home Equity Loan",,8196
CUS_0xc4b3,5,3,Debt Consolidation Loan,32 Years and 10 Months,8197
CUS_0x444c,6,7,,17 Years and 2 Months,8198
CUS_0x6e81,6,5,"Personal Loan, Personal Loan, Personal Loan, Personal Loan, Payday Loan, and Auto Loan",9 Years and 11 Months,8199
CUS_0xa6a,8,5,"Home Equity Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, and Debt Consolidation Loan",2 Years and 1 Months,8200
CUS_0x55fb,7,6,"Student Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, Payday Loan, Personal Loan, and Auto Loan",8 Years and 3 Months,8201
CUS_0x254e,1,6,"Mortgage Loan, Home Equity Loan, Home Equity Loan, and Personal Loan",29 Years and 11 Months,8202
CUS_0x6324,5,3,"Mortgage Loan, Personal Loan, Mortgage Loan, and Home Equity Loan",28 Years and 5 Months,8203
CUS_0x78cd,0,4,"Mortgage Loan, Debt Consolidation Loan, and Mortgage Loan",23 Years and 5 Months,8204
CUS_0x98e3,7,3,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, and Payday Loan",23 Years and 11 Months,8205
CUS_0x5fe0,6,6,"Mortgage Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Auto Loan, and Credit-Builder Loan",9 Years and 3 Months,8206
CUS_0x7cc1,3,69,"Not Specified, Credit-Builder Loan, and Home Equity Loan",18 Years and 8 Months,8207
CUS_0xb482,5,6,Debt Consolidation Loan,26 Years and 8 Months,8208
CUS_0x8433,8,4,"Mortgage Loan, and Auto Loan",27 Years and 5 Months,8209
CUS_0x760a,10,9,"Home Equity Loan, Not Specified, Mortgage Loan, Credit-Builder Loan, Auto Loan, Student Loan, Auto Loan, and Payday Loan",2 Years and 1 Months,8210
CUS_0xbb77,10,8,"Auto Loan, Debt Consolidation Loan, Mortgage Loan, Home Equity Loan, Student Loan, Not Specified, Home Equity Loan, Personal Loan, and Home Equity Loan",13 Years and 7 Months,8211
CUS_0x14ff,10,7,"Student Loan, Auto Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, Payday Loan, Payday Loan, and Home Equity Loan",9 Years and 1 Months,8212
CUS_0xafcd,4,3,"Debt Consolidation Loan, and Auto Loan",19 Years and 8 Months,8213
CUS_0xbb4a,7,4,,25 Years and 8 Months,8214
CUS_0x9ab9,292,6,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Auto Loan",9 Years and 8 Months,8215
CUS_0x2366,10,7,"Auto Loan, Personal Loan, Auto Loan, Home Equity Loan, and Home Equity Loan",9 Years and 1 Months,8216
CUS_0x28d2,5,4,"Home Equity Loan, Not Specified, Home Equity Loan, Student Loan, Debt Consolidation Loan, and Mortgage Loan",11 Years and 10 Months,8217
CUS_0x9de1,9,8,"Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, and Auto Loan",5 Years and 9 Months,8218
CUS_0x4156,5,6,"Student Loan, Debt Consolidation Loan, Payday Loan, and Student Loan",24 Years and 5 Months,8219
CUS_0x89e3,0,7,"Student Loan, Mortgage Loan, and Not Specified",23 Years and 10 Months,8220
CUS_0x831d,6,6,Home Equity Loan,27 Years and 10 Months,8221
CUS_0x9567,5,4,"Credit-Builder Loan, Student Loan, and Personal Loan",17 Years and 8 Months,8222
CUS_0x5f05,8,7,"Mortgage Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",2 Years and 10 Months,8223
